"YearStart","LocationDesc","Data_Value","Data_Value_Footnote","Sample_Size","StratificationCategory1","Stratification1"
2021,"Georgia",43,"",713,"Income","$25,000 - $34,999"
2021,"Georgia",44.5,"",772,"Income","$35,000 - $49,999"
2021,"Georgia",41.5,"",936,"Income","$50,000 - $74,999"
2021,"Georgia",43.4,"",703,"Income","$75,000 or greater"
2021,"Georgia",37.7,"",2507,"Income","Data not reported"
2021,"Georgia",46,"",415,"Income","Less than $15,000"
2021,"Hawaii",44.9,"",498,"Income","$15,000 - $24,999"
2021,"Hawaii",43.2,"",705,"Income","$25,000 - $34,999"
2021,"Hawaii",40.8,"",845,"Income","$35,000 - $49,999"
2021,"Hawaii",41.2,"",1086,"Income","$50,000 - $74,999"
2021,"Hawaii",45.9,"",956,"Income","$75,000 or greater"
2021,"Hawaii",42.2,"",2765,"Income","Data not reported"
2021,"Hawaii",40.2,"",323,"Income","Less than $15,000"
2021,"Idaho",42.2,"",546,"Income","$15,000 - $24,999"
2021,"Idaho",40.6,"",901,"Income","$25,000 - $34,999"
2021,"Idaho",41.3,"",809,"Income","$35,000 - $49,999"
2021,"Idaho",42.5,"",905,"Income","$50,000 - $74,999"
2021,"Idaho",41.4,"",650,"Income","$75,000 or greater"
2021,"Idaho",40.8,"",2004,"Income","Data not reported"
2021,"Idaho",53,"",273,"Income","Less than $15,000"
2021,"Illinois",51.8,"",193,"Income","$15,000 - $24,999"
2021,"Illinois",36.5,"",282,"Income","$25,000 - $34,999"
2021,"Illinois",37.8,"",301,"Income","$35,000 - $49,999"
2021,"Illinois",36.3,"",359,"Income","$50,000 - $74,999"
2021,"Illinois",38.7,"",313,"Income","$75,000 or greater"
2021,"Illinois",38.8,"",1331,"Income","Data not reported"
2021,"Illinois",44.1,"",106,"Income","Less than $15,000"
2021,"Indiana",47.3,"",774,"Income","$15,000 - $24,999"
2021,"Indiana",46.2,"",862,"Income","$25,000 - $34,999"
2021,"Indiana",44,"",1007,"Income","$35,000 - $49,999"
2021,"Indiana",43.1,"",1205,"Income","$50,000 - $74,999"
2021,"Indiana",45.2,"",917,"Income","$75,000 or greater"
2021,"Indiana",40.7,"",3154,"Income","Data not reported"
2021,"Indiana",45.1,"",431,"Income","Less than $15,000"
2021,"Iowa",46.9,"",687,"Income","$15,000 - $24,999"
2021,"Iowa",39.7,"",897,"Income","$25,000 - $34,999"
2021,"Iowa",41.6,"",1122,"Income","$35,000 - $49,999"
2021,"Iowa",43,"",1421,"Income","$50,000 - $74,999"
2021,"Iowa",43.3,"",1119,"Income","$75,000 or greater"
2021,"Iowa",38.9,"",3061,"Income","Data not reported"
2021,"Iowa",47,"",412,"Income","Less than $15,000"
2021,"Kansas",49.3,"",1117,"Income","$15,000 - $24,999"
2021,"Kansas",45.8,"",1683,"Income","$25,000 - $34,999"
2021,"Kansas",45.1,"",2025,"Income","$35,000 - $49,999"
2021,"Kansas",43.2,"",2704,"Income","$50,000 - $74,999"
2021,"Kansas",43.6,"",2044,"Income","$75,000 or greater"
2021,"Kansas",41.1,"",5723,"Income","Data not reported"
2021,"Kansas",49.1,"",570,"Income","Less than $15,000"
2021,"Kentucky",45.1,"",519,"Income","$15,000 - $24,999"
2021,"Kentucky",45.5,"",549,"Income","$25,000 - $34,999"
2021,"Kentucky",48.8,"",598,"Income","$35,000 - $49,999"
2021,"Kentucky",43,"",648,"Income","$50,000 - $74,999"
2021,"Kentucky",44.1,"",445,"Income","$75,000 or greater"
2021,"Kentucky",44.4,"",1791,"Income","Data not reported"
2021,"Kentucky",45.7,"",384,"Income","Less than $15,000"
2021,"Louisiana",47.7,"",435,"Income","$15,000 - $24,999"
2021,"Louisiana",51.3,"",458,"Income","$25,000 - $34,999"
2021,"Louisiana",50,"",489,"Income","$35,000 - $49,999"
2021,"Louisiana",43.4,"",590,"Income","$50,000 - $74,999"
2021,"Louisiana",50.9,"",429,"Income","$75,000 or greater"
2021,"Louisiana",49.8,"",1586,"Income","Data not reported"
2021,"Louisiana",44.2,"",312,"Income","Less than $15,000"
2021,"Maine",36.7,"",838,"Income","$15,000 - $24,999"
2021,"Maine",40.5,"",1168,"Income","$25,000 - $34,999"
2021,"Maine",39.9,"",1308,"Income","$35,000 - $49,999"
2021,"Maine",37.5,"",1650,"Income","$50,000 - $74,999"
2021,"Maine",27.9,"",1211,"Income","$75,000 or greater"
2021,"Maine",32.6,"",4236,"Income","Data not reported"
2021,"Maine",42.2,"",423,"Income","Less than $15,000"
2021,"Maryland",36.7,"",863,"Income","$15,000 - $24,999"
2021,"Maryland",39.4,"",1087,"Income","$25,000 - $34,999"
2021,"Maryland",37.5,"",1175,"Income","$35,000 - $49,999"
2021,"Maryland",39.1,"",1695,"Income","$50,000 - $74,999"
2021,"Maryland",38.7,"",1585,"Income","$75,000 or greater"
2021,"Maryland",35.5,"",6436,"Income","Data not reported"
2021,"Maryland",42.8,"",471,"Income","Less than $15,000"
2021,"Massachusetts",42.7,"",485,"Income","$15,000 - $24,999"
2021,"Massachusetts",36.5,"",457,"Income","$25,000 - $34,999"
2021,"Massachusetts",37.6,"",548,"Income","$35,000 - $49,999"
2021,"Massachusetts",38.6,"",757,"Income","$50,000 - $74,999"
2021,"Massachusetts",37.3,"",706,"Income","$75,000 or greater"
2021,"Massachusetts",35.2,"",3789,"Income","Data not reported"
2021,"Massachusetts",40.8,"",266,"Income","Less than $15,000"
2021,"Michigan",40.5,"",618,"Income","$15,000 - $24,999"
2021,"Michigan",41,"",796,"Income","$25,000 - $34,999"
2021,"Michigan",42.4,"",925,"Income","$35,000 - $49,999"
2021,"Michigan",41.7,"",1177,"Income","$50,000 - $74,999"
2021,"Michigan",36.1,"",907,"Income","$75,000 or greater"
2021,"Michigan",38.3,"",3143,"Income","Data not reported"
2021,"Michigan",46.4,"",392,"Income","Less than $15,000"
2021,"Minnesota",41,"",829,"Income","$15,000 - $24,999"
2021,"Minnesota",37.1,"",1270,"Income","$25,000 - $34,999"
2021,"Minnesota",38.2,"",1631,"Income","$35,000 - $49,999"
2021,"Minnesota",36.8,"",2195,"Income","$50,000 - $74,999"
2021,"Minnesota",36.2,"",1840,"Income","$75,000 or greater"
2021,"Minnesota",34.6,"",5918,"Income","Data not reported"
2021,"Minnesota",41.8,"",417,"Income","Less than $15,000"
2021,"Mississippi",48.7,"",482,"Income","$15,000 - $24,999"
2021,"Mississippi",42,"",562,"Income","$25,000 - $34,999"
2021,"Mississippi",42.3,"",508,"Income","$35,000 - $49,999"
2021,"Mississippi",51.5,"",525,"Income","$50,000 - $74,999"
2021,"Mississippi",47.9,"",336,"Income","$75,000 or greater"
2021,"Mississippi",47.8,"",1342,"Income","Data not reported"
2021,"Mississippi",47.9,"",294,"Income","Less than $15,000"
2021,"Missouri",48.6,"",1095,"Income","$15,000 - $24,999"
2021,"Missouri",47.4,"",969,"Income","$25,000 - $34,999"
2021,"Missouri",44.8,"",1387,"Income","$35,000 - $49,999"
2021,"Missouri",43.8,"",1611,"Income","$50,000 - $74,999"
2021,"Missouri",42.8,"",1255,"Income","$75,000 or greater"
2021,"Missouri",40.6,"",3906,"Income","Data not reported"
2021,"Missouri",45.8,"",1032,"Income","Less than $15,000"
2021,"Montana",44.2,"",534,"Income","$15,000 - $24,999"
2021,"Montana",40.6,"",654,"Income","$25,000 - $34,999"
2021,"Montana",38.8,"",768,"Income","$35,000 - $49,999"
2021,"Montana",38.2,"",973,"Income","$50,000 - $74,999"
2021,"Montana",37.3,"",704,"Income","$75,000 or greater"
2021,"Montana",40.1,"",1829,"Income","Data not reported"
2021,"Montana",46.6,"",293,"Income","Less than $15,000"
2021,"Nebraska",41.7,"",1115,"Income","$15,000 - $24,999"
2021,"Nebraska",44.4,"",1502,"Income","$25,000 - $34,999"
2021,"Nebraska",44.8,"",1907,"Income","$35,000 - $49,999"
2021,"Nebraska",41.9,"",2330,"Income","$50,000 - $74,999"
2021,"Nebraska",40.7,"",1811,"Income","$75,000 or greater"
2021,"Nebraska",42.4,"",4366,"Income","Data not reported"
2021,"Nebraska",46.8,"",591,"Income","Less than $15,000"
2021,"Nevada",44.1,"",213,"Income","$15,000 - $24,999"
2021,"Nevada",42.1,"",280,"Income","$25,000 - $34,999"
2021,"Nevada",42,"",337,"Income","$35,000 - $49,999"
2021,"Nevada",46.3,"",387,"Income","$50,000 - $74,999"
2021,"Nevada",45.9,"",301,"Income","$75,000 or greater"
2021,"Nevada",40.7,"",869,"Income","Data not reported"
2021,"Nevada",27.4,"",100,"Income","Less than $15,000"
2021,"New Hampshire",37.3,"",359,"Income","$15,000 - $24,999"
2021,"New Hampshire",36.5,"",512,"Income","$25,000 - $34,999"
2021,"New Hampshire",39.7,"",593,"Income","$35,000 - $49,999"
2021,"New Hampshire",37.2,"",870,"Income","$50,000 - $74,999"
2021,"New Hampshire",35.7,"",660,"Income","$75,000 or greater"
2021,"New Hampshire",34.8,"",2461,"Income","Data not reported"
2021,"New Hampshire",39.1,"",180,"Income","Less than $15,000"
2021,"New Jersey",38,"",522,"Income","$15,000 - $24,999"
2021,"New Jersey",37.8,"",545,"Income","$25,000 - $34,999"
2021,"New Jersey",35.8,"",541,"Income","$35,000 - $49,999"
2021,"New Jersey",31.6,"",735,"Income","$50,000 - $74,999"
2021,"New Jersey",34.6,"",701,"Income","$75,000 or greater"
2021,"New Jersey",35.4,"",3237,"Income","Data not reported"
2021,"New Jersey",46,"",268,"Income","Less than $15,000"
2021,"New Mexico",37.4,"",706,"Income","$15,000 - $24,999"
2021,"New Mexico",39.8,"",871,"Income","$25,000 - $34,999"
2021,"New Mexico",40.8,"",743,"Income","$35,000 - $49,999"
2021,"New Mexico",43.5,"",818,"Income","$50,000 - $74,999"
2021,"New Mexico",39.4,"",582,"Income","$75,000 or greater"
2021,"New Mexico",42.1,"",1688,"Income","Data not reported"
2021,"New Mexico",45.8,"",460,"Income","Less than $15,000"
2021,"New York",38.9,"",3022,"Income","$15,000 - $24,999"
2021,"New York",37.7,"",3576,"Income","$25,000 - $34,999"
2021,"New York",38,"",3588,"Income","$35,000 - $49,999"
2021,"New York",37.8,"",4451,"Income","$50,000 - $74,999"
2021,"New York",35.5,"",3525,"Income","$75,000 or greater"
2021,"New York",35.1,"",12620,"Income","Data not reported"
2021,"New York",38.8,"",1702,"Income","Less than $15,000"
2021,"North Carolina",45.3,"",423,"Income","$15,000 - $24,999"
2021,"North Carolina",38.3,"",482,"Income","$25,000 - $34,999"
2021,"North Carolina",41.5,"",496,"Income","$35,000 - $49,999"
2021,"North Carolina",41,"",572,"Income","$50,000 - $74,999"
2021,"North Carolina",39.6,"",469,"Income","$75,000 or greater"
2021,"North Carolina",38.9,"",1906,"Income","Data not reported"
2021,"North Carolina",46,"",253,"Income","Less than $15,000"
2021,"North Dakota",38.3,"",361,"Income","$15,000 - $24,999"
2021,"North Dakota",46.8,"",483,"Income","$25,000 - $34,999"
2021,"North Dakota",45.6,"",680,"Income","$35,000 - $49,999"
2021,"North Dakota",42.7,"",857,"Income","$50,000 - $74,999"
2021,"North Dakota",44,"",670,"Income","$75,000 or greater"
2021,"North Dakota",43.5,"",2143,"Income","Data not reported"
2021,"North Dakota",52.6,"",181,"Income","Less than $15,000"
2021,"Ohio",46.4,"",1165,"Income","$15,000 - $24,999"
2021,"Ohio",46.4,"",1449,"Income","$25,000 - $34,999"
2021,"Ohio",43.6,"",1509,"Income","$35,000 - $49,999"
2021,"Ohio",41.3,"",1897,"Income","$50,000 - $74,999"
2021,"Ohio",40.5,"",1365,"Income","$75,000 or greater"
2021,"Ohio",41.5,"",4371,"Income","Data not reported"
2021,"Ohio",50.7,"",668,"Income","Less than $15,000"
2021,"Oklahoma",49.9,"",470,"Income","$15,000 - $24,999"
2021,"Oklahoma",45.3,"",502,"Income","$25,000 - $34,999"
2021,"Oklahoma",54.5,"",553,"Income","$35,000 - $49,999"
2021,"Oklahoma",49.5,"",656,"Income","$50,000 - $74,999"
2021,"Oklahoma",48.9,"",494,"Income","$75,000 or greater"
2021,"Oklahoma",46.2,"",1573,"Income","Data not reported"
2021,"Oklahoma",54.4,"",250,"Income","Less than $15,000"
2021,"Oregon",42.4,"",617,"Income","$15,000 - $24,999"
2021,"Oregon",39.7,"",490,"Income","$25,000 - $34,999"
2021,"Oregon",38.7,"",589,"Income","$35,000 - $49,999"
2021,"Oregon",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2021,"Oregon",35.8,"",558,"Income","$75,000 or greater"
2021,"Oregon",35.8,"",2231,"Income","Data not reported"
2021,"Oregon",39.6,"",330,"Income","Less than $15,000"
2021,"Pennsylvania",39.9,"",437,"Income","$15,000 - $24,999"
2021,"Pennsylvania",41.6,"",546,"Income","$25,000 - $34,999"
2021,"Pennsylvania",43.3,"",605,"Income","$35,000 - $49,999"
2021,"Pennsylvania",37,"",829,"Income","$50,000 - $74,999"
2021,"Pennsylvania",39.8,"",610,"Income","$75,000 or greater"
2021,"Pennsylvania",38.5,"",2439,"Income","Data not reported"
2021,"Pennsylvania",38.8,"",241,"Income","Less than $15,000"
2021,"Rhode Island",32,"",292,"Income","$15,000 - $24,999"
2021,"Rhode Island",36.1,"",436,"Income","$25,000 - $34,999"
2021,"Rhode Island",34.2,"",437,"Income","$35,000 - $49,999"
2021,"Rhode Island",42,"",648,"Income","$50,000 - $74,999"
2021,"Rhode Island",33.4,"",545,"Income","$75,000 or greater"
2021,"Rhode Island",34.4,"",2217,"Income","Data not reported"
2021,"Rhode Island",38.8,"",211,"Income","Less than $15,000"
2021,"South Carolina",43.4,"",770,"Income","$15,000 - $24,999"
2021,"South Carolina",42,"",888,"Income","$25,000 - $34,999"
2021,"South Carolina",45.4,"",991,"Income","$35,000 - $49,999"
2021,"South Carolina",45,"",1133,"Income","$50,000 - $74,999"
2021,"South Carolina",39.3,"",874,"Income","$75,000 or greater"
2021,"South Carolina",39.9,"",3049,"Income","Data not reported"
2021,"South Carolina",49.8,"",434,"Income","Less than $15,000"
2021,"South Dakota",45.9,"",508,"Income","$15,000 - $24,999"
2021,"South Dakota",42.3,"",764,"Income","$25,000 - $34,999"
2021,"South Dakota",48.2,"",853,"Income","$35,000 - $49,999"
2021,"South Dakota",47.5,"",1037,"Income","$50,000 - $74,999"
2021,"South Dakota",38.9,"",756,"Income","$75,000 or greater"
2021,"South Dakota",41.9,"",2498,"Income","Data not reported"
2021,"South Dakota",41,"",300,"Income","Less than $15,000"
2021,"Tennessee",50.6,"",422,"Income","$15,000 - $24,999"
2021,"Tennessee",45.9,"",468,"Income","$25,000 - $34,999"
2021,"Tennessee",44.1,"",549,"Income","$35,000 - $49,999"
2021,"Tennessee",46.5,"",611,"Income","$50,000 - $74,999"
2021,"Tennessee",46,"",457,"Income","$75,000 or greater"
2021,"Tennessee",45.3,"",1389,"Income","Data not reported"
2021,"Tennessee",47.3,"",256,"Income","Less than $15,000"
2021,"Texas",39.5,"",854,"Income","$15,000 - $24,999"
2021,"Texas",35.4,"",987,"Income","$25,000 - $34,999"
2021,"Texas",38.4,"",980,"Income","$35,000 - $49,999"
2021,"Texas",43,"",1192,"Income","$50,000 - $74,999"
2021,"Texas",42,"",971,"Income","$75,000 or greater"
2021,"Texas",42.5,"",3694,"Income","Data not reported"
2021,"Texas",41.4,"",612,"Income","Less than $15,000"
2021,"Utah",44,"",428,"Income","$15,000 - $24,999"
2021,"Utah",37.3,"",899,"Income","$25,000 - $34,999"
2021,"Utah",40.3,"",929,"Income","$35,000 - $49,999"
2021,"Utah",37.1,"",1451,"Income","$50,000 - $74,999"
2021,"Utah",37.8,"",1417,"Income","$75,000 or greater"
2021,"Utah",35.8,"",4073,"Income","Data not reported"
2021,"Utah",52.9,"",288,"Income","Less than $15,000"
2021,"Vermont",40.3,"",407,"Income","$15,000 - $24,999"
2021,"Vermont",37.1,"",516,"Income","$25,000 - $34,999"
2021,"Vermont",39.6,"",714,"Income","$35,000 - $49,999"
2021,"Vermont",32.7,"",890,"Income","$50,000 - $74,999"
2021,"Vermont",31.7,"",794,"Income","$75,000 or greater"
2021,"Vermont",32,"",2241,"Income","Data not reported"
2021,"Vermont",42.8,"",216,"Income","Less than $15,000"
2021,"Virginia",43.7,"",532,"Income","$15,000 - $24,999"
2021,"Virginia",38.8,"",705,"Income","$25,000 - $34,999"
2021,"Virginia",42.7,"",869,"Income","$35,000 - $49,999"
2021,"Virginia",42.7,"",1194,"Income","$50,000 - $74,999"
2021,"Virginia",38.4,"",961,"Income","$75,000 or greater"
2021,"Virginia",37.9,"",3980,"Income","Data not reported"
2021,"Virginia",41.9,"",293,"Income","Less than $15,000"
2021,"Washington",40.1,"",761,"Income","$15,000 - $24,999"
2021,"Washington",36.8,"",1032,"Income","$25,000 - $34,999"
2021,"Washington",37.7,"",1291,"Income","$35,000 - $49,999"
2021,"Washington",39.7,"",1751,"Income","$50,000 - $74,999"
2021,"Washington",33.1,"",1515,"Income","$75,000 or greater"
2021,"Washington",33.9,"",5019,"Income","Data not reported"
2021,"Washington",47.5,"",448,"Income","Less than $15,000"
2021,"West Virginia",50.4,"",697,"Income","$15,000 - $24,999"
2021,"West Virginia",48,"",786,"Income","$25,000 - $34,999"
2021,"West Virginia",44.8,"",875,"Income","$35,000 - $49,999"
2021,"West Virginia",44,"",923,"Income","$50,000 - $74,999"
2021,"West Virginia",44.7,"",655,"Income","$75,000 or greater"
2021,"West Virginia",44.1,"",1858,"Income","Data not reported"
2021,"West Virginia",51.7,"",403,"Income","Less than $15,000"
2021,"Wisconsin",40.6,"",426,"Income","$15,000 - $24,999"
2021,"Wisconsin",42,"",575,"Income","$25,000 - $34,999"
2021,"Wisconsin",38.6,"",752,"Income","$35,000 - $49,999"
2021,"Wisconsin",40.4,"",1008,"Income","$50,000 - $74,999"
2021,"Wisconsin",36.2,"",820,"Income","$75,000 or greater"
2021,"Wisconsin",36.1,"",1847,"Income","Data not reported"
2021,"Wisconsin",54.1,"",194,"Income","Less than $15,000"
2021,"Wyoming",51,"",296,"Income","$15,000 - $24,999"
2021,"Wyoming",43.7,"",460,"Income","$25,000 - $34,999"
2021,"Wyoming",39.1,"",534,"Income","$35,000 - $49,999"
2021,"Wyoming",40.3,"",643,"Income","$50,000 - $74,999"
2021,"Wyoming",47.2,"",495,"Income","$75,000 or greater"
2021,"Wyoming",41.8,"",1350,"Income","Data not reported"
2021,"Wyoming",53.3,"",147,"Income","Less than $15,000"
2021,"National",42.1,"",31200,"Income","$15,000 - $24,999"
2021,"National",40.1,"",38697,"Income","$25,000 - $34,999"
2021,"National",41.4,"",43408,"Income","$35,000 - $49,999"
2021,"National",40.7,"",54300,"Income","$50,000 - $74,999"
2021,"National",39.3,"",43934,"Income","$75,000 or greater"
2021,"National",38.3,"",148691,"Income","Data not reported"
2021,"National",43.7,"",18673,"Income","Less than $15,000"
2021,"Guam",39.3,"",175,"Income","$15,000 - $24,999"
2021,"Guam",44.7,"",182,"Income","$25,000 - $34,999"
2021,"Guam",47.4,"",199,"Income","$35,000 - $49,999"
2021,"Guam",52.6,"",176,"Income","$50,000 - $74,999"
2021,"Guam",51.1,"",182,"Income","$75,000 or greater"
2021,"Guam",38.2,"",453,"Income","Data not reported"
2021,"Guam",33.6,"",119,"Income","Less than $15,000"
2021,"Puerto Rico",52,"",812,"Income","$15,000 - $24,999"
2021,"Puerto Rico",50.4,"",427,"Income","$25,000 - $34,999"
2021,"Puerto Rico",46.3,"",340,"Income","$35,000 - $49,999"
2021,"Puerto Rico",52.5,"",221,"Income","$50,000 - $74,999"
2021,"Puerto Rico",54.8,"",99,"Income","$75,000 or greater"
2021,"Puerto Rico",52.2,"",901,"Income","Data not reported"
2021,"Puerto Rico",50.6,"",1029,"Income","Less than $15,000"
2021,"Virgin Islands",32.3,"",115,"Income","$15,000 - $24,999"
2021,"Virgin Islands",52.8,"",158,"Income","$25,000 - $34,999"
2021,"Virgin Islands",21.2,"",181,"Income","$35,000 - $49,999"
2021,"Virgin Islands",45.1,"",146,"Income","$50,000 - $74,999"
2021,"Virgin Islands",51.3,"",95,"Income","$75,000 or greater"
2021,"Virgin Islands",40.7,"",377,"Income","Data not reported"
2021,"Virgin Islands",28.9,"",108,"Income","Less than $15,000"
2021,"Alabama",25.9,"",387,"Income","$15,000 - $24,999"
2021,"Alabama",23.4,"",453,"Income","$25,000 - $34,999"
2021,"Alabama",19.6,"",474,"Income","$35,000 - $49,999"
2021,"Alabama",19.2,"",551,"Income","$50,000 - $74,999"
2021,"Alabama",13.9,"",434,"Income","$75,000 or greater"
2021,"Alabama",18.4,"",1571,"Income","Data not reported"
2021,"Alabama",36.8,"",246,"Income","Less than $15,000"
2021,"Alaska",29.9,"",332,"Income","$15,000 - $24,999"
2021,"Alaska",24.8,"",405,"Income","$25,000 - $34,999"
2021,"Alaska",22.2,"",478,"Income","$35,000 - $49,999"
2021,"Alaska",15.1,"",695,"Income","$50,000 - $74,999"
2021,"Alaska",11.2,"",683,"Income","$75,000 or greater"
2021,"Alaska",17.7,"",1877,"Income","Data not reported"
2021,"Alaska",28.5,"",213,"Income","Less than $15,000"
2021,"Arizona",26.7,"",863,"Income","$15,000 - $24,999"
2021,"Arizona",25.8,"",1048,"Income","$25,000 - $34,999"
2021,"Arizona",21.4,"",1149,"Income","$35,000 - $49,999"
2021,"Arizona",18.1,"",1388,"Income","$50,000 - $74,999"
2021,"Arizona",18,"",1032,"Income","$75,000 or greater"
2021,"Arizona",19.6,"",3325,"Income","Data not reported"
2021,"Arizona",36.3,"",507,"Income","Less than $15,000"
2021,"Arkansas",29.1,"",513,"Income","$15,000 - $24,999"
2021,"Arkansas",22.3,"",531,"Income","$25,000 - $34,999"
2021,"Arkansas",24.2,"",533,"Income","$35,000 - $49,999"
2021,"Arkansas",16.5,"",631,"Income","$50,000 - $74,999"
2021,"Arkansas",13.1,"",413,"Income","$75,000 or greater"
2021,"Arkansas",18.5,"",1479,"Income","Data not reported"
2021,"Arkansas",31.6,"",300,"Income","Less than $15,000"
2021,"California",33.6,"",618,"Income","$15,000 - $24,999"
2021,"California",27.9,"",509,"Income","$25,000 - $34,999"
2021,"California",29.7,"",540,"Income","$35,000 - $49,999"
2021,"California",20.7,"",695,"Income","$50,000 - $74,999"
2021,"California",20.7,"",604,"Income","$75,000 or greater"
2021,"California",15,"",2358,"Income","Data not reported"
2021,"California",32.9,"",658,"Income","Less than $15,000"
2021,"Colorado",27.1,"",589,"Income","$15,000 - $24,999"
2021,"Colorado",22.2,"",852,"Income","$25,000 - $34,999"
2021,"Colorado",22.9,"",919,"Income","$35,000 - $49,999"
2021,"Colorado",17.8,"",1237,"Income","$50,000 - $74,999"
2021,"Colorado",17.3,"",1127,"Income","$75,000 or greater"
2021,"Colorado",15.3,"",3830,"Income","Data not reported"
2021,"Colorado",34,"",349,"Income","Less than $15,000"
2021,"Connecticut",31.5,"",413,"Income","$15,000 - $24,999"
2021,"Connecticut",23.9,"",532,"Income","$25,000 - $34,999"
2021,"Connecticut",24.5,"",572,"Income","$35,000 - $49,999"
2021,"Connecticut",21.7,"",835,"Income","$50,000 - $74,999"
2021,"Connecticut",18,"",791,"Income","$75,000 or greater"
2021,"Connecticut",17,"",3365,"Income","Data not reported"
2021,"Connecticut",37.6,"",232,"Income","Less than $15,000"
2021,"Delaware",29.7,"",248,"Income","$15,000 - $24,999"
2021,"Delaware",26.3,"",317,"Income","$25,000 - $34,999"
2021,"Delaware",21.9,"",323,"Income","$35,000 - $49,999"
2021,"Delaware",16.8,"",491,"Income","$50,000 - $74,999"
2021,"Delaware",13.8,"",352,"Income","$75,000 or greater"
2021,"Delaware",18.5,"",1182,"Income","Data not reported"
2021,"Delaware",37.2,"",121,"Income","Less than $15,000"
2021,"District of Columbia",21.1,"",122,"Income","$15,000 - $24,999"
2021,"District of Columbia",24.3,"",134,"Income","$25,000 - $34,999"
2021,"District of Columbia",24.6,"",164,"Income","$35,000 - $49,999"
2021,"District of Columbia",19.3,"",245,"Income","$50,000 - $74,999"
2021,"District of Columbia",12.5,"",239,"Income","$75,000 or greater"
2021,"District of Columbia",14.1,"",1452,"Income","Data not reported"
2021,"District of Columbia",30.1,"",110,"Income","Less than $15,000"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$15,000 - $24,999"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$25,000 - $34,999"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$35,000 - $49,999"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$75,000 or greater"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Data not reported"
2021,"Florida",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Less than $15,000"
2021,"Georgia",29,"",653,"Income","$15,000 - $24,999"
2021,"Georgia",28.4,"",684,"Income","$25,000 - $34,999"
2021,"Georgia",20.3,"",735,"Income","$35,000 - $49,999"
2021,"Georgia",15.4,"",914,"Income","$50,000 - $74,999"
2021,"Georgia",16.4,"",689,"Income","$75,000 or greater"
2021,"Georgia",16.6,"",2408,"Income","Data not reported"
2021,"Georgia",25.6,"",392,"Income","Less than $15,000"
2021,"Hawaii",23.5,"",483,"Income","$15,000 - $24,999"
2021,"Hawaii",22.1,"",694,"Income","$25,000 - $34,999"
2021,"Hawaii",21.3,"",837,"Income","$35,000 - $49,999"
2021,"Hawaii",23.5,"",1075,"Income","$50,000 - $74,999"
2021,"Hawaii",24,"",952,"Income","$75,000 or greater"
2021,"Hawaii",19.6,"",2719,"Income","Data not reported"
2021,"Hawaii",32.5,"",313,"Income","Less than $15,000"
2021,"Idaho",23.5,"",518,"Income","$15,000 - $24,999"
2021,"Idaho",20,"",881,"Income","$25,000 - $34,999"
2021,"Idaho",17,"",791,"Income","$35,000 - $49,999"
2021,"Idaho",15.4,"",885,"Income","$50,000 - $74,999"
2021,"Idaho",13.8,"",644,"Income","$75,000 or greater"
2021,"Idaho",12.5,"",1968,"Income","Data not reported"
2021,"Idaho",27.1,"",265,"Income","Less than $15,000"
2021,"Illinois",24.3,"",186,"Income","$15,000 - $24,999"
2021,"Illinois",16.5,"",273,"Income","$25,000 - $34,999"
2021,"Illinois",16,"",288,"Income","$35,000 - $49,999"
2021,"Illinois",15.4,"",343,"Income","$50,000 - $74,999"
2021,"Illinois",16.7,"",308,"Income","$75,000 or greater"
2021,"Illinois",15.6,"",1287,"Income","Data not reported"
2021,"Illinois",22.9,"",94,"Income","Less than $15,000"
2021,"Indiana",28.3,"",730,"Income","$15,000 - $24,999"
2021,"Indiana",23.9,"",850,"Income","$25,000 - $34,999"
2021,"Indiana",23.5,"",977,"Income","$35,000 - $49,999"
2021,"Indiana",19.2,"",1170,"Income","$50,000 - $74,999"
2021,"Indiana",18.6,"",887,"Income","$75,000 or greater"
2021,"Indiana",18.3,"",3030,"Income","Data not reported"
2021,"Indiana",32.6,"",422,"Income","Less than $15,000"
2021,"Iowa",29.4,"",676,"Income","$15,000 - $24,999"
2021,"Iowa",24.5,"",866,"Income","$25,000 - $34,999"
2021,"Iowa",23.2,"",1105,"Income","$35,000 - $49,999"
2021,"Iowa",21.9,"",1410,"Income","$50,000 - $74,999"
2021,"Iowa",20.9,"",1091,"Income","$75,000 or greater"
2021,"Iowa",20.9,"",3002,"Income","Data not reported"
2021,"Iowa",35.8,"",400,"Income","Less than $15,000"
2021,"Kansas",29.1,"",1076,"Income","$15,000 - $24,999"
2021,"Kansas",23.4,"",1648,"Income","$25,000 - $34,999"
2021,"Kansas",21.8,"",1977,"Income","$35,000 - $49,999"
2021,"Kansas",17.1,"",2658,"Income","$50,000 - $74,999"
